# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCache.totalPageDisposalsUs,1715249746186000000,1715249773882000000,1051
FilePageCacheLockFree.nativeBytesInUse,1715249746186000000,1715249773882000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1715249746186000000,1715249773882000000,0
StorageLockContext.competingThreads.90P,1715249746186000000,1715249773882000000,0
FilePageCacheLockFree.totalPagesRequested,1715249746186000000,1715249773882000000,0
FilePageCache.maxCacheSizeInBytes,1715249746186000000,1715249773882000000,141574144
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1715249746186000000,1715249773882000000,41959424
FilePageCache.pageLoads,1715249746186000000,1715249773882000000,145
FilePageCacheLockFree.heapBytesInUse,1715249746186000000,1715249773882000000,0
FilePageCacheLockFree.totalPagesReadMs,1715249746186000000,1715249773882000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1715249746186000000,1715249773882000000,0
FilePageCacheLockFree.totalPagesHandedOver,1715249746186000000,1715249773882000000,0
FilePageCacheLockFree.totalPagesAllocated,1715249746186000000,1715249773882000000,0
StorageLockContext.competingThreads.max,1715249746186000000,1715249773882000000,0
FilePageCacheLockFree.totalBytesWritten,1715249746186000000,1715249773882000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1715249746186000000,1715249773882000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1715249746186000000,1715249773882000000,0
FilePageCacheLockFree.totalPagesWriteMs,1715249746186000000,1715249773882000000,0
FilePageCacheLockFree.totalPagesWritten,1715249746186000000,1715249773882000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1715249746186000000,1715249773882000000,0
FilePageCacheLockFree.totalPagesReclaimed,1715249746186000000,1715249773882000000,0
FilePageCache.disposedBuffers,1715249746186000000,1715249773882000000,145
DirectByteBufferAllocator.disposed,1715249746186000000,1715249773882000000,95
FileChannelInterruptsRetryer.totalRetriedAttempts,1715249746186000000,1715249773882000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1715249746186000000,1715249773882000000,0
FilePageCache.totalPageLoadsUs,1715249746186000000,1715249773882000000,350017
FilePageCacheLockFree.housekeeperTimeSpentMs,1715249746186000000,1715249773882000000,0
FilePageCache.pageHits,1715249746186000000,1715249773882000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1715249746186000000,1715249773882000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1715249746186000000,1715249773882000000,0
DirectByteBufferAllocator.hits,1715249746186000000,1715249773882000000,8
StorageLockContext.competingThreads.avg,1715249746186000000,1715249773882000000,0.0
FilePageCacheLockFree.totalNativeBytesAllocated,1715249746186000000,1715249773882000000,0
FilePageCache.capacityInBytes,1715249746186000000,1715249773882000000,503316478
DirectByteBufferAllocator.reclaimed,1715249746186000000,1715249773882000000,50
FilePageCacheLockFree.totalBytesRead,1715249746186000000,1715249773882000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1715249746186000000,1715249773882000000,41959424
FilePageCache.uncachedFileAccess,1715249746186000000,1715249773882000000,586
FilePageCacheLockFree.totalBytesRequested,1715249746186000000,1715249773882000000,0
DirectByteBufferAllocator.misses,1715249746186000000,1715249773882000000,137
FilePageCache.pageFastCacheHits,1715249746186000000,1715249773882000000,383551
FilePageCache.maxRegisteredFiles,1715249746186000000,1715249773882000000,258
FilePageCacheLockFree.totalPagesRequestsMs,1715249746186000000,1715249773882000000,0
NonBlockingReadAction.failedExecutionsCount,1715249746186000000,1715249773882000000,1761
NonBlockingReadAction.failedExecutionTimeUs,1715249746186000000,1715249773882000000,4300067
AWTEventQueue.dispatchTimeTotalNS,1715249746186000000,1715249773882000000,13143844405
NonBlockingReadAction.finalizedExecutionTimeUs,1715249746186000000,1715249773882000000,37661721
NonBlockingReadAction.finalizedExecutionsCount,1715249746186000000,1715249773882000000,1203
writeAction.count,1715249746186000000,1715249773882000000,2285
parser.HTML.time.ns,1715249746186000000,1715249773882000000,64100899
lexer.PythonStub.size.bytes,1715249746186000000,1715249773882000000,218392
writeAction.max.wait.ms,1715249746186000000,1715249773882000000,639
lexer.HTML.size.bytes,1715249746186000000,1715249773882000000,14452
writeAction.wait.ms,1715249746186000000,1715249773882000000,1410
parser.PythonStub.time.ns,1715249746186000000,1715249773882000000,410432683
lexer.HTML.time.ns,1715249746186000000,1715249773882000000,9587204
parser.Python.time.ns,1715249746186000000,1715249773882000000,9497333037
lexer.Python.time.ns,1715249746186000000,1715249773882000000,3881028949
lexer.Python.size.bytes,1715249746186000000,1715249773882000000,6085861
parser.Python.size.bytes,1715249746186000000,1715249773882000000,6085861
lexer.PythonStub.time.ns,1715249746186000000,1715249773882000000,187051410
writeAction.median.wait.ms,1715249746186000000,1715249773882000000,400
parser.HTML.size.bytes,1715249746186000000,1715249773882000000,14452
parser.PythonStub.size.bytes,1715249746186000000,1715249773882000000,218392
workspaceModel.delayed.project.synchronizer.sync.ms,1715249746186000000,1715249773882000000,0
jps.global.initialize.library.bridges.after.loading.ms,1715249746186000000,1715249773882000000,1
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1715249746186000000,1715249773882000000,1
workspaceModel.mutableEntityStorage.remove.entity.ms,1715249746186000000,1715249773882000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1715249746186000000,1715249773882000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1715249746186000000,1715249773882000000,0
jps.app.storage.content.writer.save.component.ms,1715249746186000000,1715249773882000000,34
jps.facet.change.listener.init.bridge.ms,1715249746186000000,1715249773882000000,0
jps.storage.jps.conf.reader.load.component.ms,1715249746186000000,1715249773882000000,26
workspaceModel.moduleManagerBridge.build.module.graph.ms,1715249746186000000,1715249773882000000,0
