# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
JVM.maxHeapBytes,1717670608472000000,1717670647921000000,2147483648
JVM.GC.collections,1717670608472000000,1717670647921000000,27
JVM.usedNativeBytes,1717670608472000000,1717670647921000000,305865320
JVM.usedHeapBytes,1717670608472000000,1717670647921000000,464438784
JVM.totalBytesAllocated,1717670608472000000,1717670647921000000,3601367704
JVM.totalDirectByteBuffersBytes,1717670608472000000,1717670647921000000,54527317
JVM.threadCount,1717670608472000000,1717670647921000000,114
JVM.maxThreadCount,1717670608472000000,1717670647921000000,126
JVM.totalCpuTimeMs,1717670608472000000,1717670647921000000,132210
JVM.GC.collectionTimesMs,1717670608472000000,1717670647921000000,1716
OS.loadAverage,1717670608472000000,1717670647921000000,6.92236328125
JVM.newThreadsCount,1717670608472000000,1717670647921000000,158
NonBlockingReadAction.failedExecutionTimeUs,1717670608472000000,1717670647921000000,2597938
AWTEventQueue.dispatchTimeTotalNS,1717670608472000000,1717670647921000000,11527859255
NonBlockingReadAction.finalizedExecutionsCount,1717670608472000000,1717670647921000000,1323
NonBlockingReadAction.failedExecutionsCount,1717670608472000000,1717670647921000000,27
NonBlockingReadAction.finalizedExecutionTimeUs,1717670608472000000,1717670647921000000,30162768
parser.HTML.size.bytes,1717670608472000000,1717670647921000000,41051
lexer.HTML.size.bytes,1717670608472000000,1717670647921000000,41051
parser.HTML.time.ns,1717670608472000000,1717670647921000000,153749243
parser.PythonStub.size.bytes,1717670608472000000,1717670647921000000,307870
writeAction.wait.ms,1717670608472000000,1717670647921000000,886
parser.Python.time.ns,1717670608472000000,1717670647921000000,6547720627
parser.Python.size.bytes,1717670608472000000,1717670647921000000,4914644
writeAction.count,1717670608472000000,1717670647921000000,41
lexer.HTML.time.ns,1717670608472000000,1717670647921000000,50446586
parser.PythonStub.time.ns,1717670608472000000,1717670647921000000,715412341
lexer.PythonStub.time.ns,1717670608472000000,1717670647921000000,229262114
lexer.Python.time.ns,1717670608472000000,1717670647921000000,2830553095
writeAction.median.wait.ms,1717670608472000000,1717670647921000000,800
lexer.PythonStub.size.bytes,1717670608472000000,1717670647921000000,307870
writeAction.max.wait.ms,1717670608472000000,1717670647921000000,816
lexer.Python.size.bytes,1717670608472000000,1717670647921000000,4914644
FilePageCacheLockFree.totalBytesRequested,1717670608472000000,1717670647921000000,0
FilePageCache.disposedBuffers,1717670608472000000,1717670647921000000,148
FilePageCacheLockFree.totalNativeBytesReclaimed,1717670608472000000,1717670647921000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1717670608472000000,1717670647921000000,0
FilePageCacheLockFree.heapBytesInUse,1717670608472000000,1717670647921000000,0
StorageLockContext.competingThreads.max,1717670608472000000,1717670647921000000,5
FilePageCacheLockFree.totalPagesRequestsMs,1717670608472000000,1717670647921000000,0
FilePageCache.totalPageLoadsUs,1717670608472000000,1717670647921000000,401130
FilePageCacheLockFree.totalPagesReclaimed,1717670608472000000,1717670647921000000,0
DirectByteBufferAllocator.hits,1717670608472000000,1717670647921000000,3
FilePageCache.pageFastCacheHits,1717670608472000000,1717670647921000000,470105
FilePageCacheLockFree.totalHeapBytesReclaimed,1717670608472000000,1717670647921000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1717670608472000000,1717670647921000000,41959424
FilePageCacheLockFree.housekeeperTurnsSkipped,1717670608472000000,1717670647921000000,0
FilePageCache.pageHits,1717670608472000000,1717670647921000000,0
FilePageCacheLockFree.totalPagesRequested,1717670608472000000,1717670647921000000,0
DirectByteBufferAllocator.reclaimed,1717670608472000000,1717670647921000000,45
FilePageCacheLockFree.totalPagesAllocated,1717670608472000000,1717670647921000000,0
DirectByteBufferAllocator.misses,1717670608472000000,1717670647921000000,145
FilePageCacheLockFree.totalBytesWritten,1717670608472000000,1717670647921000000,0
FilePageCache.maxRegisteredFiles,1717670608472000000,1717670647921000000,258
FilePageCacheLockFree.totalBytesRead,1717670608472000000,1717670647921000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1717670608472000000,1717670647921000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1717670608472000000,1717670647921000000,0
FilePageCacheLockFree.totalPagesReadMs,1717670608472000000,1717670647921000000,0
FilePageCache.maxCacheSizeInBytes,1717670608472000000,1717670647921000000,149962752
DirectByteBufferAllocator.disposed,1717670608472000000,1717670647921000000,103
FilePageCache.capacityInBytes,1717670608472000000,1717670647921000000,503316478
FilePageCache.uncachedFileAccess,1717670608472000000,1717670647921000000,388
FilePageCacheLockFree.housekeeperTurnsDone,1717670608472000000,1717670647921000000,0
FilePageCacheLockFree.nativeBytesInUse,1717670608472000000,1717670647921000000,0
FilePageCache.pageLoads,1717670608472000000,1717670647921000000,148
StorageLockContext.competingThreads.avg,1717670608472000000,1717670647921000000,0.19607843137254902
FilePageCache.pageLoadsAboveSizeThreshold,1717670608472000000,1717670647921000000,0
FilePageCacheLockFree.totalPagesHandedOver,1717670608472000000,1717670647921000000,0
StorageLockContext.competingThreads.90P,1717670608472000000,1717670647921000000,0
FilePageCacheLockFree.totalPagesWritten,1717670608472000000,1717670647921000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1717670608472000000,1717670647921000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1717670608472000000,1717670647921000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1717670608472000000,1717670647921000000,0
FilePageCacheLockFree.totalPagesWriteMs,1717670608472000000,1717670647921000000,0
FilePageCache.totalPageDisposalsUs,1717670608472000000,1717670647921000000,1252
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1717670608472000000,1717670647921000000,41959424
cacheStateStorage.get.counter,1717670608472000000,1717670647921000000,33
cacheStateStorage.get.duration,1717670608472000000,1717670647921000000,1380
cacheStateStorage.set.duration,1717670608472000000,1717670647921000000,95
cacheStateStorage.set.counter,1717670608472000000,1717670647921000000,6
workspaceModel.replace.project.model.ms,1717670608472000000,1717670647921000000,0
workspaceModel.initializing.ms,1717670608472000000,1717670647921000000,3
