# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
JVM.totalTimeAtSafepointsMs,1733372806971000000,1733372866982000000,678
JVM.GC.collectionTimesMs,1733372806971000000,1733372866982000000,660
JVM.totalDirectByteBuffersBytes,1733372806971000000,1733372866982000000,146373138
JVM.totalSafepointCount,1733372806971000000,1733372866982000000,160
JVM.GC.collections,1733372806971000000,1733372866982000000,41
JVM.maxHeapBytes,1733372806971000000,1733372866982000000,2147483648
JVM.totalCpuTimeMs,1733372806971000000,1733372866982000000,86460
JVM.threadCount,1733372806971000000,1733372866982000000,126
JVM.newThreadsCount,1733372806971000000,1733372866982000000,154
JVM.usedNativeBytes,1733372806971000000,1733372866982000000,314518528
OS.loadAverage,1733372806971000000,1733372866982000000,2.55810546875
JVM.totalBytesAllocated,1733372806971000000,1733372866982000000,2970764392
JVM.totalTimeToSafepointsMs,1733372806971000000,1733372866982000000,4542
JVM.maxThreadCount,1733372806971000000,1733372866982000000,128
JVM.usedHeapBytes,1733372806971000000,1733372866982000000,292026792
workspaceModel.workspaceFileIndexData.processFileSets.ms,1733372806971000000,1733372866982000000,0
workspaceModel.updates.ms,1733372806971000000,1733372866982000000,156
workspaceModel.cachedValueWithParameters.total.get.count,1733372806971000000,1733372866982000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1733372806971000000,1733372866982000000,9
workspaceModel.cachedValue.clear.count,1733372806971000000,1733372866982000000,0
workspaceModel.update.unloaded.entities.ms,1733372806971000000,1733372866982000000,0
workspaceModel.cachedValueWithParameters.clear.count,1733372806971000000,1733372866982000000,0
workspaceModel.cachedValue.from.cache.count,1733372806971000000,1733372866982000000,653
workspaceModel.on.before.changed.ms,1733372806971000000,1733372866982000000,114
workspaceModel.pre.handlers.ms,1733372806971000000,1733372866982000000,1
workspaceModel.init.bridges.ms,1733372806971000000,1733372866982000000,2
workspaceModel.full.replace.project.model.ms,1733372806971000000,1733372866982000000,3
workspaceModel.check.recursive.update.ms,1733372806971000000,1733372866982000000,1
workspaceModel.cachedValueWithParameters.from.cache.count,1733372806971000000,1733372866982000000,0
workspaceModel.workspaceFileIndexData.init.ms,1733372806971000000,1733372866982000000,231
workspaceModel.replace.project.model.ms,1733372806971000000,1733372866982000000,0
workspaceModel.updates.precise.ms,1733372806971000000,1733372866982000000,30
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1733372806971000000,1733372866982000000,3117
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1733372806971000000,1733372866982000000,361
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1733372806971000000,1733372866982000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1733372806971000000,1733372866982000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1733372806971000000,1733372866982000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1733372806971000000,1733372866982000000,0
workspaceModel.workspaceFileIndexData.instances.count,1733372806971000000,1733372866982000000,1
workspaceModel.cachedValueWithParameters.calculated.count,1733372806971000000,1733372866982000000,0
workspaceModel.on.changed.ms,1733372806971000000,1733372866982000000,8
workspaceModel.loading.total.ms,1733372806971000000,1733372866982000000,1193
workspaceModel.entityStorageSnapshotImpl.instances.count,1733372806971000000,1733372866982000000,19
workspaceModel.cachedValue.total.get.count,1733372806971000000,1733372866982000000,659
workspaceModel.loading.from.cache.ms,1733372806971000000,1733372866982000000,1175
workspaceModel.cachedValue.calculated.count,1733372806971000000,1733372866982000000,6
workspaceModel.workspaceFileIndexData.getPackageName.ms,1733372806971000000,1733372866982000000,0
workspaceModel.to.snapshot.ms,1733372806971000000,1733372866982000000,0
workspaceModel.collect.changes.ms,1733372806971000000,1733372866982000000,0
workspaceModel.initializing.ms,1733372806971000000,1733372866982000000,2
workspaceModel.updates.count,1733372806971000000,1733372866982000000,3
MappedFileStorage.totalTimeSpentOnMappingUs,1733372806971000000,1733372866982000000,27581
FilePageCacheLockFree.totalPagesRequested,1733372806971000000,1733372866982000000,0
DirectByteBufferAllocator.misses,1733372806971000000,1733372866982000000,132
FilePageCache.uncachedFileAccess,1733372806971000000,1733372866982000000,87
StorageLockContext.competingThreads.max,1733372806971000000,1733372866982000000,8
StorageLockContext.competingThreads.90P,1733372806971000000,1733372866982000000,0
FilePageCacheLockFree.totalPagesReadMs,1733372806971000000,1733372866982000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1733372806971000000,1733372866982000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1733372806971000000,1733372866982000000,0
FilePageCacheLockFree.totalBytesWritten,1733372806971000000,1733372866982000000,0
DirectByteBufferAllocator.reclaimed,1733372806971000000,1733372866982000000,3
FilePageCacheLockFree.totalPagesAllocated,1733372806971000000,1733372866982000000,0
FilePageCacheLockFree.heapBytesInUse,1733372806971000000,1733372866982000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1733372806971000000,1733372866982000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1733372806971000000,1733372866982000000,0
FilePageCache.pageFastCacheHits,1733372806971000000,1733372866982000000,4132
FilePageCacheLockFree.totalPagesWritten,1733372806971000000,1733372866982000000,0
FilePageCache.totalPageDisposalsUs,1733372806971000000,1733372866982000000,907
FilePageCache.pageLoads,1733372806971000000,1733372866982000000,135
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1733372806971000000,1733372866982000000,0
FilePageCache.pageHits,1733372806971000000,1733372866982000000,55
FilePageCacheLockFree.totalPageAllocationsWaited,1733372806971000000,1733372866982000000,0
