# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCache.pageLoadsAboveSizeThreshold,1731045122700000000,1731045182724000000,0
FilePageCacheLockFree.totalBytesWritten,1731045122700000000,1731045182724000000,0
MappedFileStorage.totalBytesMapped,1731045122700000000,1731045182724000000,202637312
FilePageCacheLockFree.totalNativeBytesReclaimed,1731045122700000000,1731045182724000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1731045122700000000,1731045182724000000,858987
FilePageCacheLockFree.totalPagesRequested,1731045122700000000,1731045182724000000,0
MappedFileStorage.storages,1731045122700000000,1731045182724000000,16
FilePageCache.uncachedFileAccess,1731045122700000000,1731045182724000000,127
StreamlinedBlobStorage.recordsDeleted,1731045122700000000,1731045182724000000,14
FilePageCache.pageHits,1731045122700000000,1731045182724000000,31
MappedFileStorage.totalTimeSpentOnMappingUs,1731045122700000000,1731045182724000000,25220
FilePageCacheLockFree.totalNativeBytesAllocated,1731045122700000000,1731045182724000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1731045122700000000,1731045182724000000,0
FilePageCache.disposedBuffers,1731045122700000000,1731045182724000000,3
FilePageCacheLockFree.totalPagesAllocated,1731045122700000000,1731045182724000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1731045122700000000,1731045182724000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1731045122700000000,1731045182724000000,0
FilePageCacheLockFree.nativeBytesInUse,1731045122700000000,1731045182724000000,0
DirectByteBufferAllocator.hits,1731045122700000000,1731045182724000000,3
FilePageCacheLockFree.totalHeapBytesAllocated,1731045122700000000,1731045182724000000,0
FilePageCache.pageFastCacheHits,1731045122700000000,1731045182724000000,36895
StorageLockContext.competingThreads.avg,1731045122700000000,1731045182724000000,0.0
FilePageCache.maxRegisteredFiles,1731045122700000000,1731045182724000000,250
DirectByteBufferAllocator.reclaimed,1731045122700000000,1731045182724000000,3
FilePageCacheLockFree.totalPagesWriteMs,1731045122700000000,1731045182724000000,0
FilePageCacheLockFree.totalBytesRequested,1731045122700000000,1731045182724000000,0
FilePageCacheLockFree.totalBytesRead,1731045122700000000,1731045182724000000,0
StreamlinedBlobStorage.recordsAllocated,1731045122700000000,1731045182724000000,33298
FilePageCacheLockFree.totalPagesRequestsMs,1731045122700000000,1731045182724000000,0
StorageLockContext.competingThreads.90P,1731045122700000000,1731045182724000000,0
FilePageCacheLockFree.totalPagesReadMs,1731045122700000000,1731045182724000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1731045122700000000,1731045182724000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1731045122700000000,1731045182724000000,163610624
DirectByteBufferAllocator.disposed,1731045122700000000,1731045182724000000,0
FilePageCache.maxCacheSizeInBytes,1731045122700000000,1731045182724000000,163610624
FilePageCacheLockFree.housekeeperTimeSpentMs,1731045122700000000,1731045182724000000,0
