# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
parser.Python.size.bytes,1732165420083000000,1732165427511000000,2725
writeAction.max.wait.ms,1732165420083000000,1732165427511000000,3
lexer.Python.time.ns,1732165420083000000,1732165427511000000,38609452
lexer.Python.size.bytes,1732165420083000000,1732165427511000000,2725
writeAction.count,1732165420083000000,1732165427511000000,6
writeAction.median.wait.ms,1732165420083000000,1732165427511000000,0
parser.Python.time.ns,1732165420083000000,1732165427511000000,134430157
writeAction.wait.ms,1732165420083000000,1732165427511000000,3
cacheStateStorage.get.counter,1732165420083000000,1732165427511000000,11
cacheStateStorage.set.counter,1732165420083000000,1732165427511000000,4
cacheStateStorage.set.duration,1732165420083000000,1732165427511000000,12
cacheStateStorage.get.duration,1732165420083000000,1732165427511000000,285
jps.global.get.library.by.name.ms,1732165420083000000,1732165427511000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1732165420083000000,1732165427511000000,5
jps.load.project.to.empty.storage.ms,1732165420083000000,1732165427511000000,0
jps.global.get.libraries.ms,1732165420083000000,1732165427511000000,1
jps.reload.project.entities.ms,1732165420083000000,1732165427511000000,0
jps.facet.change.listener.process.change.events.ms,1732165420083000000,1732165427511000000,1
jps.artifact.entities.serializer.load.entities.ms,1732165420083000000,1732165427511000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1732165420083000000,1732165427511000000,8
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1732165420083000000,1732165427511000000,0
workspaceModel.save.cache.to.file.ms,1732165420083000000,1732165427511000000,84
workspaceModel.load.cache.metadata.from.file.ms,1732165420083000000,1732165427511000000,40
workspaceModel.mutableEntityStorage.entities.ms,1732165420083000000,1732165427511000000,2
jps.global.get.library.ms,1732165420083000000,1732165427511000000,0
jps.facet.change.listener.before.change.events.ms,1732165420083000000,1732165427511000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1732165420083000000,1732165427511000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1732165420083000000,1732165427511000000,0
workspaceModel.sync.entities.ms,1732165420083000000,1732165427511000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1732165420083000000,1732165427511000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1732165420083000000,1732165427511000000,0
jps.library.entities.serializer.save.entities.ms,1732165420083000000,1732165427511000000,0
jps.global.handle.before.change.events.ms,1732165420083000000,1732165427511000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1732165420083000000,1732165427511000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1732165420083000000,1732165427511000000,0
jps.module.iml.entities.serializer.save.entities.ms,1732165420083000000,1732165427511000000,0
workspaceModel.global.updates.count,1732165420083000000,1732165427511000000,0
jps.global.handle.changed.events.ms,1732165420083000000,1732165427511000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1732165420083000000,1732165427511000000,0
workspaceModel.global.updates.ms,1732165420083000000,1732165427511000000,0
jps.app.storage.content.writer.save.component.ms,1732165420083000000,1732165427511000000,51
workspaceModel.moduleManagerBridge.get.modules.ms,1732165420083000000,1732165427511000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1732165420083000000,1732165427511000000,0
jps.load.initial.state.ms,1732165420083000000,1732165427511000000,192
workspaceModel.moduleManagerBridge.load.all.modules.ms,1732165420083000000,1732165427511000000,75
workspaceModel.orphan.listener.update.ms,1732165420083000000,1732165427511000000,2
jps.global.initialize.library.bridges.after.loading.ms,1732165420083000000,1732165427511000000,2
workspaceModel.mutableEntityStorage.replace.by.source.ms,1732165420083000000,1732165427511000000,9
jps.facet.change.listener.init.bridge.ms,1732165420083000000,1732165427511000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1732165420083000000,1732165427511000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1732165420083000000,1732165427511000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1732165420083000000,1732165427511000000,2
workspaceModel.moduleBridgeLoader.loading.modules.ms,1732165420083000000,1732165427511000000,783
jps.artifact.entities.serializer.save.entities.ms,1732165420083000000,1732165427511000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1732165420083000000,1732165427511000000,0
jps.save.global.entities.ms,1732165420083000000,1732165427511000000,150
jps.library.entities.serializer.load.entities.ms,1732165420083000000,1732165427511000000,0
workspaceModel.moduleBridge.update.option.ms,1732165420083000000,1732165427511000000,0
jps.global.initialize.library.bridges.ms,1732165420083000000,1732165427511000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1732165420083000000,1732165427511000000,1
workspaceModel.moduleBridge.before.changed.ms,1732165420083000000,1732165427511000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1732165420083000000,1732165427511000000,0
jps.apply.loaded.storage.ms,1732165420083000000,1732165427511000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1732165420083000000,1732165427511000000,0
jps.save.changed.project.entities.ms,1732165420083000000,1732165427511000000,1
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1732165420083000000,1732165427511000000,0
workspaceModel.do.save.caches.ms,1732165420083000000,1732165427511000000,96
workspaceModel.mutableEntityStorage.to.snapshot.ms,1732165420083000000,1732165427511000000,4
workspaceModel.moduleManagerBridge.newModule.ms,1732165420083000000,1732165427511000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1732165420083000000,1732165427511000000,1
jps.project.serializers.load.ms,1732165420083000000,1732165427511000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1732165420083000000,1732165427511000000,0
workspaceModel.mutableEntityStorage.instances.count,1732165420083000000,1732165427511000000,7
workspaceModel.load.cache.from.file.ms,1732165420083000000,1732165427511000000,354
jps.module.iml.entities.serializer.load.entities.ms,1732165420083000000,1732165427511000000,0
workspaceModel.global.apply.state.to.project.ms,1732165420083000000,1732165427511000000,64
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1732165420083000000,1732165427511000000,0
jps.storage.jps.conf.reader.load.component.ms,1732165420083000000,1732165427511000000,6
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1732165420083000000,1732165427511000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1732165420083000000,1732165427511000000,0
jps.project.serializers.save.ms,1732165420083000000,1732165427511000000,1
FilePageCacheLockFree.totalNativeBytesAllocated,1732165420083000000,1732165427511000000,0
DirectByteBufferAllocator.reclaimed,1732165420083000000,1732165427511000000,47
FilePageCache.uncachedFileAccess,1732165420083000000,1732165427511000000,80
FilePageCacheLockFree.totalPagesReclaimed,1732165420083000000,1732165427511000000,0
FilePageCacheLockFree.totalPagesHandedOver,1732165420083000000,1732165427511000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1732165420083000000,1732165427511000000,0
DirectByteBufferAllocator.hits,1732165420083000000,1732165427511000000,3
FilePageCacheLockFree.totalPageAllocationsWaited,1732165420083000000,1732165427511000000,0
FilePageCacheLockFree.heapBytesInUse,1732165420083000000,1732165427511000000,0
FilePageCache.pageHits,1732165420083000000,1732165427511000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1732165420083000000,1732165427511000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1732165420083000000,1732165427511000000,41975808
FilePageCacheLockFree.totalPagesRequested,1732165420083000000,1732165427511000000,0
