# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
jps.artifact.entities.serializer.load.entities.ms,1712231599502000000,1712231659560000000,0
jps.project.serializers.load.ms,1712231599502000000,1712231659560000000,198
workspaceModel.mutableEntityStorage.entities.ms,1712231599502000000,1712231659560000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1712231599502000000,1712231659560000000,3
jps.save.changed.project.entities.ms,1712231599502000000,1712231659560000000,2
jps.global.get.library.ms,1712231599502000000,1712231659560000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1712231599502000000,1712231659560000000,0
workspaceModel.load.cache.from.file.ms,1712231599502000000,1712231659560000000,315
workspaceModel.moduleManagerBridge.load.module.ms,1712231599502000000,1712231659560000000,0
jps.save.global.entities.ms,1712231599502000000,1712231659560000000,3
workspaceModel.moduleBridge.before.changed.ms,1712231599502000000,1712231659560000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1712231599502000000,1712231659560000000,0
workspaceModel.global.updates.count,1712231599502000000,1712231659560000000,0
jps.global.get.libraries.ms,1712231599502000000,1712231659560000000,0
jps.facet.change.listener.init.bridge.ms,1712231599502000000,1712231659560000000,0
jps.apply.loaded.storage.ms,1712231599502000000,1712231659560000000,476
workspaceModel.mutableEntityStorage.remove.entity.ms,1712231599502000000,1712231659560000000,0
workspaceModel.global.apply.state.to.project.ms,1712231599502000000,1712231659560000000,33
jps.library.entities.serializer.load.entities.ms,1712231599502000000,1712231659560000000,0
jps.module.iml.entities.serializer.load.entities.ms,1712231599502000000,1712231659560000000,40
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1712231599502000000,1712231659560000000,1
workspaceModel.mutableEntityStorage.add.diff.ms,1712231599502000000,1712231659560000000,49
workspaceModel.mutableEntityStorage.collect.changes.ms,1712231599502000000,1712231659560000000,0
jps.global.initialize.library.bridges.after.loading.ms,1712231599502000000,1712231659560000000,0
workspaceModel.sync.entities.ms,1712231599502000000,1712231659560000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1712231599502000000,1712231659560000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1712231599502000000,1712231659560000000,605
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1712231599502000000,1712231659560000000,0
workspaceModel.save.cache.to.file.ms,1712231599502000000,1712231659560000000,54
jps.facet.change.listener.process.change.events.ms,1712231599502000000,1712231659560000000,1
jps.artifact.entities.serializer.save.entities.ms,1712231599502000000,1712231659560000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1712231599502000000,1712231659560000000,0
jps.library.entities.serializer.save.entities.ms,1712231599502000000,1712231659560000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1712231599502000000,1712231659560000000,72
workspaceModel.mutableEntityStorage.add.entity.ms,1712231599502000000,1712231659560000000,109
workspaceModel.orphan.listener.update.ms,1712231599502000000,1712231659560000000,4
workspaceModel.moduleBridge.facet.initialization.ms,1712231599502000000,1712231659560000000,0
jps.global.handle.before.change.events.ms,1712231599502000000,1712231659560000000,0
jps.facet.change.listener.before.change.events.ms,1712231599502000000,1712231659560000000,1
jps.global.initialize.library.bridges.ms,1712231599502000000,1712231659560000000,0
workspaceModel.moduleBridge.update.option.ms,1712231599502000000,1712231659560000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1712231599502000000,1712231659560000000,0
jps.module.iml.entities.serializer.save.entities.ms,1712231599502000000,1712231659560000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1712231599502000000,1712231659560000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1712231599502000000,1712231659560000000,699
jps.load.project.to.empty.storage.ms,1712231599502000000,1712231659560000000,213
jps.storage.jps.conf.reader.load.component.ms,1712231599502000000,1712231659560000000,11
workspaceModel.global.apply.state.to.project.builder.ms,1712231599502000000,1712231659560000000,0
jps.global.handle.changed.events.ms,1712231599502000000,1712231659560000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1712231599502000000,1712231659560000000,46
jps.load.initial.state.ms,1712231599502000000,1712231659560000000,6
workspaceModel.global.updates.ms,1712231599502000000,1712231659560000000,0
jps.app.storage.content.reader.load.component.ms,1712231599502000000,1712231659560000000,1
jps.reload.project.entities.ms,1712231599502000000,1712231659560000000,0
jps.app.storage.content.writer.save.component.ms,1712231599502000000,1712231659560000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1712231599502000000,1712231659560000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1712231599502000000,1712231659560000000,1
workspaceModel.mutableEntityStorage.modify.entity.ms,1712231599502000000,1712231659560000000,8
workspaceModel.mutableEntityStorage.has.same.entities.ms,1712231599502000000,1712231659560000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1712231599502000000,1712231659560000000,24
jps.project.serializers.save.ms,1712231599502000000,1712231659560000000,2
jps.global.get.library.by.name.ms,1712231599502000000,1712231659560000000,0
workspaceModel.load.cache.metadata.from.file.ms,1712231599502000000,1712231659560000000,63
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1712231599502000000,1712231659560000000,0
workspaceModel.pre.handlers.ms,1712231599502000000,1712231659560000000,1
workspaceModel.replace.project.model.ms,1712231599502000000,1712231659560000000,0
workspaceModel.initializing.ms,1712231599502000000,1712231659560000000,1
workspaceModel.updates.precise.ms,1712231599502000000,1712231659560000000,36
workspaceModel.loading.from.cache.ms,1712231599502000000,1712231659560000000,320
workspaceModel.check.recursive.update.ms,1712231599502000000,1712231659560000000,0
workspaceModel.loading.total.ms,1712231599502000000,1712231659560000000,373
workspaceModel.init.bridges.ms,1712231599502000000,1712231659560000000,1
workspaceModel.update.unloaded.entities.ms,1712231599502000000,1712231659560000000,0
workspaceModel.to.snapshot.ms,1712231599502000000,1712231659560000000,2
workspaceModel.collect.changes.ms,1712231599502000000,1712231659560000000,0
workspaceModel.updates.count,1712231599502000000,1712231659560000000,3
workspaceModel.updates.ms,1712231599502000000,1712231659560000000,77
OS.loadAverage,1712231599502000000,1712231659560000000,2.47900390625
JVM.maxNativeBytes,1712231599502000000,1712231659560000000,-1
JVM.GC.collectionTimesMs,1712231599502000000,1712231659560000000,466
JVM.usedNativeBytes,1712231599502000000,1712231659560000000,354700048
JVM.usedHeapBytes,1712231599502000000,1712231659560000000,425379976
JVM.threadCount,1712231599502000000,1712231659560000000,167
JVM.totalBytesAllocated,1712231599502000000,1712231659560000000,3151214896
JVM.GC.collections,1712231599502000000,1712231659560000000,24
JVM.maxHeapBytes,1712231599502000000,1712231659560000000,2147483648
JVM.totalCpuTimeMs,1712231599502000000,1712231659560000000,137480
FileNameCache.totalMisses,1712231599502000000,1712231659560000000,5690
FileNameCache.queries,1712231599502000000,1712231659560000000,1041848
